시도,시군,업종,업소명,연락처,주소,메뉴1,가격1,메뉴2,가격2,메뉴3,가격3
전라남도,나주시,한식_육류,석기네한우명가,061-335-7892,전라남도나주시풍물시장2길 1(이창동),소고기국밥,9000,익힌비빔밥,8000,생고기비빔밥,9000
전라남도,나주시,한식_일반,오리정가,061-335-3613,전라남도나주시남고문로 129,오리샤브샤브(점심특선),8000,뚝배기오리탕(점심특선),8000,삼겹살,12000
전라남도,고흥군,한식_일반,포두청남식당,061-832-5970,전라남도고흥군포두면 우주로 583,소머리국밥,10000,콩나물국밥,7000,주물럭,10000
전라남도,고흥군,한식_육류,삼미식당,061-835-3982,전라남도고흥군고흥읍 두원로 109-58,오리불고기,45000,오리탕(소),33000,삼계탕,15000
제주도,서귀포시,한식_일반,한동네,064-732-4573,제주도서귀포시동부로 4,성게보말칼국수,12000,비빔국수,6000,_,0
제주도,서귀포시,한식_육류,새서울두루치기,064-732-4211,제주도서귀포시태평로 406,흑돼지두루치기,7000,낙지두루치기,7000,_,0
강원도,춘천시,한식_일반,청재,033-255-2867,강원도춘천시서면 박사로 927,한식뷔페,7000,_,0,_,0
전라남도,광양시,한식_육류,조선옥숯불갈비,061-792-8558,전라남도광양시광영로 22(광영동),된장찌개,8000,육회비빔밥,10000,_,0
전라북도,군산시,한식_일반,미주옥,063-442-5505,전라북도군산시구영7길 133-4,아욱국,7000,김치찌개,7000,_,0
전라북도,군산시,중식,가야장,063-442-2760,전라북도군산시경암4길 4,자장면,3500,간짜장,6000,_,0
전라남도,강진군,한식_일반,금강산식당,061-434-8833,전라남도강진군강진읍 영랑로4길 21,육개장,10000,_,0,_,0
강원도,평창군,한식_일반,양푼이동태탕,033-333-8255,강원도평창군평창읍 평창시장1길 18,동태탕,7000,_,0,_,0
강원도,평창군,한식_일반,그린식당,033-332-2297,강원도평창군평창읍 백오1길 25-5,만두국,6000,칼국수,5000,찌개백반,6000
강원도,평창군,한식_일반,보리고개식당,033-334-0691,강원도평창군평창읍 노성로 46,보리밥,6000,_,0,_,0
강원도,평창군,한식_일반,하박국,033-335-4813,강원도평창군대화면 대화중앙로 45-2,한식뷔페,8000,부대찌개,8000,_,0
강원도,양양군,한식_육류,선이네,033-671-1516,강원도양양군양양읍 복개길 7,생삼겹살(200g),10000,_,0,_,0
전라남도,영암군,일식,국일관횟집,061-471-9192,전라남도영암군영암읍 열무정로 29,각종활어,150000,우럭매운탕,55000,해물탕,50000
전라남도,영암군,한식_일반,고흥식당,061-464-5795,전라남도영암군삼호읍 아산길 32,보신탕,17000,염소탕,17000,삼계탕,17000
강원도,태백시,한식_일반,희진숯불갈비,033-553-9088,강원도태백시반딧불길 1-6,된장찌개,5000,_,0,_,0
강원도,홍천군,한식_일반,명촌아구해구해물찜,033-434-4527,강원도홍천군홍천읍 연봉로 47,아구찜,38000,해물찜,38000,아구해물섞어찜,40000
강원도,홍천군,중식,도원식당,033-434-2649,강원도홍천군홍천읍 홍천로3길 25,짜장면,4000,짬뽕,5000,탕수육,12000
강원도,홍천군,한식_일반,통나무식당,033-434-4320,강원도홍천군신장대로 53-5,선짓국,7000,황태국,6000,꼬리곰탕,10000
강원도,삼척시,한식_일반,강대돈스탑,033-572-9222,강원도삼척시언장2길 48 (교동),삼겹살(200g),11000,_,0,_,0
강원도,삼척시,한식_일반,착한국밥,033-575-0300,강원도삼척시사대1길 10-3,추어탕,6000,_,0,_,0
강원도,삼척시,한식_일반,행운회수산,033-541-2999,강원도삼척시도계읍 도계느티로 8,회덮밥,10000,물회,10000,_,0
강원도,속초시,양식,꼬시네돈가스,033-635-4994,강원도속초시수복로 217,돈가스,8000,_,0,_,0
강원도,강릉시,한식_육류,읍내골식당,033-661-4631,강원도강릉시왕제골길 28-4,김치찌개,6000,된장찌개,6000,_,0
서울특별시,동대문구,한식_일반,놀부만두,02-2241-7550,서울특별시동대문구망우로16길15(휘경동),수제고기만두,6000,_,0,_,0
서울특별시,동대문구,중식,안동장,02-963-7777,서울특별시동대문구경동시장로10길57(제기동),자장면,5000,짬뽕,6000,_,0
서울특별시,강동구,한식_면류,토속칼국수,02-472-2293,서울특별시강동구양재대로113길 8,수제비,4500,콩국수,5500,칼국수,4000
서울특별시,광진구,한식_일반,이삭홍두깨칼국수,02-464-8457,서울특별시광진구동일로72길 51(중곡동),칼국수,4000,냉면,5000,_,0
서울특별시,강북구,한식_일반,수유시골집,02-990-4343,서울특별시강북구도봉로 77길 20,백반,7000,김치찌개백반,7000,제육볶음,7000
세종특별자치시,,한식_일반,대교한우촌,044-857-1162,세종특별자치시장군면 장척로 408,삼겹살(300g),15000,_,0,_,0
세종특별자치시,,한식_일반,옛날통닭,_,세종특별자치시조치원읍 조치원6길 16,통닭(1마리),7500,수제핫도그,1000,_,0
서울특별시,금천구,한식_일반,듬배골,02-803-8411,서울특별시금천구독산로10길 38,보리밥,9000,냉면,6000,왕갈비탕,12000
서울특별시,송파구,한식_일반,조은김밥,02-3431-7522,서울특별시송파구백제고분로17길 43,김밥,3000,김치찌개,7000,_,0
서울특별시,송파구,양식,김자순수제돈까스,_,서울특별시송파구석촌호수로12길 16,돈가스,5500,_,0,_,0
경상남도,남해군,한식_일반,설천죽집,055-864-1180,"경상남도남해군남해읍 화전로 110, 7동 21-23호",콩칼국수죽,6000,새알콩죽,7000,_,0
경상남도,남해군,한식_일반,복례가마솥국밥,055-863-5939,"경상남도남해군남해읍 화전로9번가길, 15-1",돼지국밥,8000,순대국밥,8000,_,0
강원도,양구군,한식_일반,수원갈비,033-482-4466,강원도양구군양구읍 양록길 33,돼지갈비(250g),12000,양념소갈비살(150g),12000,_,0
울산광역시,남구,한식_일반,솟대,_,울산광역시남구대학로47번길 10,순두부찌개,7500,부대찌개,7500,두루치기정식,7500
광주광역시,남구,한식_일반,살맛나는세상,062-676-8592,광주광역시남구광복마을길 71,삼겹살,13000,_,0,_,0
광주광역시,남구,한식_일반,옛고을,062-352-7505,광주광역시남구군분로 58-2,삼겹살,13000,_,0,_,0
광주광역시,남구,한식_일반,고향갈비,062-681-9292,광주광역시남구백운로 46,돼지갈비,13000,김치찌개,8000,_,0
부산광역시,영도구,한식_찌개류,목포손맛식당,051-405-0046,부산광역시영도구태종로756번길4(동삼2동),된장찌개,5000,김찌찌개,5000,순두부찌개,5000
부산광역시,영도구,한식_일반,장어이야기,051-404-5735,부산광역시영도구절영로472(동삼1동),장어탕,8000,장어정식,11000,_,0
경상남도,거제시,한식_일반,노자산묵밥집,055-632-3868,경상남도거제시동부면 거제중앙로 524,도토리묵밥,8000,전,6000,청국장,8000
경상남도,거제시,한식_일반,행운식당,055-687-5786,경상남도거제시옥포로12길 11-1(옥포동),김찌찌개,7000,청국장,7000,순두부,7000
경상남도,거제시,한식_일반,서울식당,055-632-0161,"경상남도거제시서문로6길 7, 103호(고현동)",부대찌개,8000,돌솥비빔밥,8000,_,0
경상남도,거제시,한식_일반,남영식당,055-637-6400,경상남도거제시고현로6길 11(고현동),보리밥,6000,동태탕,8000,생선구이,10000
경상남도,거제시,한식_일반,무등산식당,055-688-2722,경상남도거제시옥포성안로2길 5(옥포동),된장찌개,8000,김치찌개,8000,순두부,8000
부산광역시,기장군,한식_일반,가마솥생복집,051-722-2995,부산광역시기장군기장읍 차성로 327-2,까치복,13000,밀복,15000,까치복수육,40000
부산광역시,기장군,한식_일반,소향갈비탕,051-722-6234,부산광역시기장군기장읍 차성남로 51번길 17,갈비탕,9000,_,0,_,0
부산광역시,동래구,한식_일반,장터국밥,051-527-0141,부산광역시동래구충렬대로359번길 54(안락동),소고기국수,5000,선지국밥,5000,선지우동,5000
경기도,시흥시,한식_일반,한우이야기,031-431-9897,경기도시흥시중심상가로 34 (정왕동),한우 등심(100g),13000,냉면,6000,_,0
강원도,철원군,한식_일반,가평식당,033-452-2596,강원도철원군갈말읍 강포3길 3-14,오징어불고기,7000,_,0,_,0
강원도,삼척시,한식_육류,월드한우구이촌,033-573-4595,강원도삼척시청석로3길 15(교동),육회비빔밥,10000,차돌된장,8000,_,0
강원도,삼척시,한식_일반,풍년식당,033-573-7138,강원도삼척시당저길 8 (당저동),청국장,7000,_,0,_,0
강원도,삼척시,한식_일반,바다내음,033-574-3434,강원도삼척시남양길 25(남양동),동태알탕,7000,_,0,_,0
인천광역시,옹진군,한식_일반,꿀꿀이만찬,_,인천광역시옹진군영흥면 선재로342,순대국,8000,바지락칼국수,9000,_,0
인천광역시,계양구,한식_일반,풍년막걸리,070-4028-6766,인천광역시계양구장제로875번길 10-1(임학동),김치전,6000,해물전,8000,보쌈,23000
인천광역시,부평구,기타양식,임계동커피집,032-505-9133,"인천광역시부평구주부토로81번길 50, 래미안C상가 221호(부평동)",아메리카노,2500,바닐라라떼,4000,카라멜마끼아또,4000
강원도,화천군,한식_기타,명동만두,033-442-4379,강원도화천군화천읍 중앙로4길 11,순두부찌개,6500,돌솥비빔밥,6500,김밥(1줄),2500
강원도,화천군,한식_일반,강미식당,033-442-5252,강원도화천군화천읍 중앙로2길 15,제육백반,10000,김치찌개,8000,된장찌개,7000
인천광역시,남동구,중식,중국관,032-441-0644,인천광역시남동구은봉로 312번길 23,짜장면,5000,짬뽕,7000,_,0
인천광역시,남동구,한식_면류,큰집손칼국수,032-469-4125,인천광역시남동구호구포로790번길 21-5,잔치국수,3000,찰보리밥,4000,_,0
인천광역시,동구,한식_일반,청해물텀벙,032-761-4140,인천광역시동구수문통로5-1,아구해물뚝배기,7000,복매운탕,12000,_,0
인천광역시,동구,한식_육류,횡성 생고기,032-766-2886,인천광역시동구송화로 20번길 11,대패삼겹살,10900,생 목삼겹살,11900,생 삼겹살,11900
인천광역시,중구,한식_일반,새벽숯불가든,032-766-0690,인천광역시중구제물량로 166번길 23,육개장,9000,_,0,_,0
인천광역시,중구,한식_일반,장터삼겹살(신흥),032-887-5355,인천광역시중구서해대로454번길 11-3,삼겹살(180g),10000,냉면,6000,_,0
부산광역시,중구,한식_육류,대교식당,051-469-0146,부산광역시중구충장대로 4번길8 (중앙동4가),돈불백,6500,육개장,6000,선지정색,6000
부산광역시,중구,한식_찌개류,남선식당,051-469-3828,부산광역시중구충장대로4번길6(중앙동4가),순두부찌개,6000,된장찌개,6000,나물비빔밥,6000
부산광역시,남구,한식_한정식,풍미추어탕,051-642-3332,부산광역시남구우암로 108-1 (감만동),추어탕,8000,_,0,_,0
부산광역시,남구,한식_면류,본가밀면,051-624-3222,부산광역시남구용소로 42(대연동),물밀면,6000,비빔밀면,6500,만두,3500
부산광역시,남구,한식_일반,최고맛집,051-625-8839,부산광역시남구수영로 266번길 6(대연동),잔치국수,4500,만두,5000,해물칼국수,6500
부산광역시,해운대구,한식_육류,착한돼지,051-545-5960,부산광역시해운대구아랫반송로 21번길 91,생목살(120g),8000,착한대패반판(150g),7000,_,0
부산광역시,남구,한식_면류,밀칼국수,051-647-2896,부산광역시남구수영로 65번길 3 (문현동),밀칼국수,3000,들깨칼국수,4500,_,0
부산광역시,금정구,중식,금송짬뽕,051-513-9841,부산광역시금정구남산로37번길52 (남산동),짜장면,4000,짬뽕/우동,5500,_,0
부산광역시,금정구,한식_일반,승주네김밥,051-516-0081,부산광역시금정구동부곡로6번길 42(부곡동),"일반/땡초김밥, 유부초밥",2000,명란마요/참치/김치/돈까스/소고기김밥,2500,_,0
부산광역시,동래구,한식_일반,갈비둥지,051-558-5767,부산광역시동래구중앙대로1381번길 60 (온천동),양념목살170g,9000,삼겹살150g,10000,돼지왕갈비170g,8500
부산광역시,동래구,한식_일반,(온천)돈까스의집,051-555-0445,부산광역시동래구금강로124번길 18(온천동),돈까스,8000,생선까스,8000,매콤돈까스,8500
경상남도,합천군,한식_육류,제일식당,055-933-6054,경상남도합천군봉산면 서부로 4332,삼겹살(180g),9000,_,0,_,0
충청북도,옥천군,한식_면류,중앙옥,_,충청북도옥천군옥천읍 삼금로5길 5-14,잔치국수,4000,_,0,_,0
충청북도,음성군,한식_면류,홍두깨손칼국수,043-878-5930,충청북도음성군금왕읍 금석로 107번길1-6,칼국수,5000,_,0,_,0
충청북도,음성군,기타양식,커피홀릭,043-873-2226,충청북도음성군음성읍 용광로 9,커피,2500,_,0,_,0
충청북도,괴산군,한식_일반,오시오전선생,043-832-3023,충청북도괴산군괴산읍 읍내로 9길 9,김치전,10000,두부전,10000,_,0
충청북도,진천군,한식_기타,행복한식뷔페,043-536-2555,충청북도진천군덕산읍 산수산단1로 16,한식뷔페,5500,_,0,_,0
충청북도,옥천군,한식_면류,친구네칼국수,_,충청북도옥천군옥천읍 삼양로7길 3,잔치국수,4000,_,0,_,0
충청북도,충주시,한식_일반,도토리고을,043-844-0990,충청북도충주시갱고개로 38-17,도토리묵밥,7000,도토리냉묵밥,7000,_,0
전라남도,장흥군,한식_일반,만나식당,061-862-0577,전라남도장흥군장흥읍 칠거리예양로 46-11,백반,6000,보리밥,6000,팥죽,7000
제주도,제주시,한식_육류,도남해돈가,064-753-8851,제주도제주시신성로 61-1(도남동),돼지오겹살(200g),14000,돼지생갈비(320g),16500,냉면,5000
제주도,제주시,한식_면류,다랑시,064-752-8013,제주도제주시신산로 52(일도이동),고기국수,7000,멸치국수,5000,열무국수,6000
제주도,제주시,한식_육류,영춘식당,_,"제주도제주시평전길 12, 1층(삼도일동)",두루치기(2인분),22000,갈비탕,9000,된장찌개,9000
제주도,제주시,한식_일반,해림,064-757-7698,제주도제주시남성로 20-1(용담일동),된장찌개,7000,참치찌개,7000,순두부,7000
제주도,제주시,한식_일반,또옵서,064-723-0720,제주도제주시번영로 459(봉개동),된장찌개,6000,김치찌개,8000,동태찌개,7000
부산광역시,수영구,중식,북경반점,051-755-4697,부산광역시수영구망미번영로 88번길 71-3 (망미2동),자장면,5000,짬봉,6000,냉면,6000
부산광역시,수영구,한식_일반,해돋이 숯불갈비,051-751-2050,부산광역시수영구망미번영로55번길 23 (망미2동),쌈밥정식,7000,_,0,_,0
부산광역시,수영구,한식_분식,옛맛 손칼국수,051-754-7542,부산광역시수영구과정로 67번길 8,칼국수,5000,비빔칼국수,5500,_,0
부산광역시,수영구,한식_한정식,장터국밥,051-758-6669,부산광역시수영구수영성로 21-4 (수영동),돼지국밥,7000,순대국밥,7000,내장국밥,7000
울산광역시,동구,한식_일반,안골목,052-234-3107,울산광역시동구남목14길 32(동부동),보리밥뷔페,7000,_,0,_,0
울산광역시,동구,한식_일반,장수보리밥뷔페,052-252-7269,울산광역시동구화진길 9(방어동),보리밥,5000,잔치국수,4500,손수제비,4500
대구광역시,달서구,한식_면류,국시애,053-634-2992,대구광역시달서구월곡로32길 32(상인동 1565-6),칼국수,6500,_,0,_,0
대구광역시,달서구,중식,짬뽕의따거,053-639-2783,대구광역시달서구상인서로 85(상인동 1514),자장면,4500,짬뽕,7000,_,0
대구광역시,달서구,한식_면류,국수내가한다,_,대구광역시달서구대명천로 36(성당동 300-1),칼국수,6000,잔치국수,5000,_,0
대구광역시,달서구,중식,중화반점 차오,053-587-2299,대구광역시달서구계대동문로3안길 26(신당동 1697-22),자장면,5000,_,0,_,0
대구광역시,달서구,한식_면류,그곳에가면 손칼국수,053-585-3116,대구광역시달서구새동네로13길 27(용산동 421-29),칼국수,5000,잔치국수,4000,_,0
울산광역시,울주군,중식,짜장나라,052-227-4001,울산광역시울주군온양읍 대운길 16,짜장면,5000,짬뽕,7000,탕수육,13000
울산광역시,울주군,한식_일반,구이와아구찜,052-211-8045,울산광역시울주군범서읍 점촌5길 13-19,아구찜,28000,아구탕,28000,낙지볶음,8000
부산광역시,수영구,한식_일반,대박생오리,051-624-4599,부산광역시수영구남천동로9번길 13 (남천1동),삼계탕,12000,_,0,_,0
울산광역시,중구,기타양식,노르쇠핑,052-267-5873,울산광역시중구태화로 136(태화동),단팥빵,1300,파이,1300,_,0
서울특별시,구로구,한식_육류,용갈비,02-869-2442,서울특별시구로구구로동로 96-4 (구로동),"삼겹살(국,200g)",14000,"돼지갈비(국,200g)",13000,냉면(물),5000
서울특별시,노원구,한식_면류,윤호네착한메밀,02-936-2819,서울특별시노원구상계로 111,옹심이칼국수,5000,메밀막국수,6500,메밀왕만두,6000
서울특별시,동대문구,한식_일반,아마자께,_,서울특별시동대문구천장산로7길 16,김치볶음밥,7500,냉면,7500,_,0
경상남도,산청군,중식,아리산반점,055-973-8097,경상남도산청군산청읍 친환경로 2655,짜장면,6000,짬뽕,7000,볶음밥,7000
전라북도,전주시 완산구,한식_육류,지정회관,063-288-2553,전라북도전주시 완산구서학로27,삼겹살(200g),14000,백반,7000,_,0
전라북도,전주시 완산구,양식,수제왕돈까스(경원점),063-282-8855,전라북도전주시 완산구충경로 84,기본돈가스,6000,왕돈가스,8000,_,0
경기도,이천시,한식_육류,봉구네축산정육식당,031-635-9288,경기도이천시영창로 138 (관고동),삼겹살,11000,뒷고기,12000,한우차돌박이,17000
경기도,안산시 상록구,한식_일반,고향밥상,031-415-9239,"경기도안산시 상록구일동로 13-1(일동, 1층)",백반,6000,김치찌개,7000,된장찌개,7000
경기도,안산시 단원구,한식_일반,꽃빛공원휴게소 음식점,031-403-6360,경기도안산시 단원구순환로 390 A동 (관리사무소 2층),국수,5000,비빔밥,6000,콩비지,6000
경상북도,김천시,한식_일반,백산가든,054-430-2252,경상북도김천시지례면 장터길 82,삼겹살 (160g),12000,석쇠구이(200g),12000,_,0
서울특별시,광진구,한식_육류,홍천화로숯불갈비,02-454-9285,서울특별시광진구천호대로110길 27,갈비탕,8000,냉면,7000,_,0
서울특별시,마포구,한식_일반,효성마루,02-716-3683,서울특별시마포구마포대로7길 15 (공덕동),김치찌개백반정식,8000,된장찌개백반정식,8000,불고기,9000
서울특별시,마포구,한식_면류,고향집,02-322-8762,서울특별시마포구포은로8길 28 (망원동),콩나물비빔밥,4000,칼국수,3500,_,0
서울특별시,용산구,중식,한일각,02-796-2557,서울특별시용산구보광로 21-1 2층,짜장면,4000,짬뽕,5000,_,0
서울특별시,강서구,한식_면류,송주불냉면,02-2662-5509,서울특별시강서구방화동로 49,냉면,7000,칼국수,8000,_,0
서울특별시,강서구,한식_면류,옛날칼국수,_,서울특별시강서구강서로 18길 8-14,칼국수,6000,비빔국수,7000,보리비빔밥,7000
강원도,춘천시,한식_일반,화롯불,033-243-9289,강원도춘천시충열로 166,돼지갈비(300g),13000,삼겹살(180g),11000,오리/제육쌈밥,10000
강원도,춘천시,한식_육류,천하일미 닭갈비,033-253-2538,강원도춘천시영서로2279번길 25(온의동),닭갈비,12000,닭내장,12000,막국수,5000
서울특별시,영등포구,중식,짜우리아,02-833-8802,서울특별시영등포구영신로 34,짜장면,5000,짬뽕,6000,탕수육,13000
서울특별시,영등포구,한식_일반,유미식당,02-844-7953,서울특별시영등포구시흥대로 611,김치찌개,7000,된장찌개,7000,_,0
서울특별시,영등포구,일식,서울초밥,02-815-5551,"서울특별시영등포구선유로 250, 1층 101호",초밥,16000,_,0,_,0
서울특별시,영등포구,한식_일반,삼미식당,02-2068-8428,서울특별시영등포구영등포로5길 14-2,김치찌개,6000,된장찌개,6000,냉면,6000
경기도,동두천시,한식_일반,통큰부대찌개,031-868-4270,경기도동두천시생연로 39-60,부대찌개,9000,_,0,_,0
부산광역시,사상구,중식,일품관,051-327-8823,부산광역시사상구냉정로6번길 2 (주례동),자장면,5000,우동,7000,짬뽕,7000
부산광역시,사상구,양식,있돈,051-322-5856,부산광역시사상구가야대로 364-4 (주례동),돈가스,6000,치즈돈가스,8000,쫄면,4500
전라북도,남원시,한식_육류,춘향골 한우회관,063-631-0686,전라북도남원시광한서로 88(하정동),돌솥육회비빔밥,10000,냉면,7000,_,0
전라북도,남원시,한식_육류,지리산 정육식당,063-635-0213,전라북도남원시시청로 15(죽항동),육회비빔밥,9000,냉면,8000,_,0
서울특별시,양천구,한식_찌개류,조은식당,02-2655-2527,서울특별시양천구목동동로 339,순두부찌개,6500,김치찌개,6500,고등어조림,6500
강원도,춘천시,한식_육류,춘천뒷고기,033-251-0430,강원도춘천시우묵길 52,뒷고기(180g),13000,삼겹살(200g),13000,뽈살(180g),13000
강원도,춘천시,한식_일반,왕가,033-261-0559,강원도춘천시석사길 15(석사동),한식뷔페,6000,_,0,_,0
강원도,춘천시,한식_일반,광치해장국,033-253-1100,강원도춘천시소양로 108(소양동),선지해장국,5000,콩나물해장국,5000,우거지해장국,5000
부산광역시,서구,한식_면류,함흥냉면,051-254-5642,부산광역시서구구덕로124번길 55(토성동1가),냉면,8000,비빔냉면,8000,_,0
강원도,춘천시,중식,장꾸웨이,033-257-0333,강원도춘천시춘주로187번길 20-13(퇴계동),유니짜장면,4000,짬뽕,5000,탕수육,11000
부산광역시,서구,중식,부원,051-256-0061,부산광역시서구구덕로157번길 6(토성동3가),짜장면,4000,짬뽕,6000,_,0
충청북도,충주시,한식_육류,오리본가,043-847-5989,충청북도충주시만리산 8길 1,누룽지닭백숙,25000,쟁반막국수,12000,_,0
충청북도,충주시,한식_일반,버드나무집,043-855-9611,충청북도충주시금가면 경촌1길 2,황태구이,9000,삼겹살,12000,_,0
서울특별시,은평구,한식_육류,꾸워,02-374-3004,서울특별시은평구은평로 34,삼겹살,12000,소갈비,12000,_,0
부산광역시,부산진구,한식_면류,양정전통밀면,051-866-5000,부산광역시부산진구중앙대로 923-1(양정동),밀면,7000,비빔밀면,7500,손만두,5500
부산광역시,부산진구,한식_일반,현대가든,051-852-8866,부산광역시부산진구범양로125번길 12(양정동),소양념갈비(300g),17000,소불고기전골(200g),12000,양념목살(200g),9000
부산광역시,부산진구,한식_일반,우리식당,051-818-4467,부산광역시부산진구범전로5번길 10(부전동),된장찌개,7000,김치찌개,9000,해물순두부,8000
부산광역시,부산진구,한식_일반,야우보쌈,051-805-9947,부산광역시부산진구부전로152번길 48(부전동),보쌈정식,9000,황태탕,10000,마늘보쌈정식,10000
부산광역시,부산진구,한식_일반,한라정,051-805-1408,부산광역시부산진구부전로152번길 53(부전동),돌솥밥갈치조림,10000,돌솥밥버섯전골,9000,_,0
서울특별시,양천구,한식_일반,할범탕수육,02-2652-0883,서울특별시양천구목동중앙북로 15,국수,2000,탕수육,3000,_,0
서울특별시,양천구,한식_면류,명동손칼국수,02-2644-3999,서울특별시양천구목동중앙북로6길 4,칼국수,3500,칼제비,4000,수제비,4000
전라북도,완주군,한식_육류,토지,063-261-9209,전라북도완주군봉동읍 완주산단9로 11,생삽겹살(200g),13000,김치찌개,7000,백반,7000
전라북도,완주군,한식_일반,하나분식,063-261-0312,전라북도완주군봉동읍 봉동동서로 76,김밥,3000,국수,6000,새알팥죽,9000
전라북도,완주군,한식_일반,다미가,070-7631-6400,전라북도완주군고산면 남봉로 135,황태국밥,7000,돈까스,8000,쫄면,7000
울산광역시,남구,한식_일반,고을식당,052-261-1649,울산광역시남구돋질로47번길 9,낙지+돼지 두루치기,10000,돼지 두루치기,9000,_,0
울산광역시,남구,한식_일반,옛날가마솥보리밥,052-272-1816,울산광역시남구월평로37번길 3,보리밥,7000,얼큰수제비,5000,_,0
울산광역시,남구,중식,신생원,052-273-5796,울산광역시남구문수로445번길 7,학생할인 짜장면,5000,학생할인 짬뽕,5000,학생할인 간짜장,5000
대구광역시,수성구,한식_면류,별미손칼국수,053-794-8159,대구광역시수성구천을로 147(매호동),칼국수,6000,_,0,_,0
울산광역시,중구,한식_육류,만수원숯불갈비,052-297-4327,울산광역시중구해오름16길 2(남외동),쌈정식,7000,삼겹살,9000,_,0
울산광역시,중구,중식,탕짜,052-246-5566,울산광역시중구시계탑사거리 6(성남동),짜장면,5000,짬뽕,6000,_,0
강원도,강릉시,한식_찌개류,보글이식당,033-642-2979,강원도강릉시경강로2246번길 3,김치찌개,5000,된장찌개,5000,_,0
강원도,강릉시,한식_육류,진미식당,033-648-8479,강원도강릉시금성로45번길 16,김치찌개,4000,된장찌개,4000,_,0
부산광역시,연제구,중식,미진반점,051-861-8588,부산광역시연제구월드컵대로111번길 7 (연산동),자장면,6000,우동,7000,짬뽕,7000
부산광역시,연제구,한식_일반,청담골,_,부산광역시연제구월드컵대로188번길 40 (거제동),동태찌개,7000,쌈밥정식,8000,김치찌개,6000
부산광역시,금정구,한식_일반,터줏집돼지국밥,051-581-1578,부산광역시금정구부산대학로 49번길 13 (장전동),돼지국밥,7000,순대국밥,7000,내장국밥,7500
부산광역시,금정구,양식,꼬모도,051-581-9995,"부산광역시금정구금강로 254-1, 2층(장전동)",치즈피자,9500,로제파스타,9900,_,0
부산광역시,금정구,한식_면류,쑥밀면,051-515-9337,부산광역시금정구부산대학로 38(장전동),쑥(비빔)밀면(소),6000,쑥(비빔)밀면(대),7000,_,0
강원도,영월군,일식,밀촌샤브해물칼국수,033-375-5422,강원도영월군강원도 영월읍 영월읍 분수대길 34,소고기샤브,10000,해물소고기샤브,11000,해물칼국수,8000
부산광역시,수영구,한식_일반,겐조식당,051-757-1514,부산광역시수영구좌수영로 101번길 52 (망미2동),동태찌개,6500,만두백반,6000,_,0
전라북도,전주시 완산구,한식_일반,자유식당,063-286-1986,전라북도전주시 완산구풍남문3길 25(전동),청국장,6000,김치찌개,7000,된장찌개,6000
전라북도,전주시 덕진구,한식_일반,첫마중 부잣집,063-244-5656,전라북도전주시 덕진구도당산로 70(우아동3가),토종한방백숙(大),28000,토종옻닭(大),28000,토종닭볶음탕(大),33000
강원도,원주시,중식,차이나먹거리,033-766-4641,강원도원주시소방서길 44(명륜동),짜장면,5000,짬뽕,7000,볶음밥,7000
강원도,원주시,중식,찰로원,033-764-7557,강원도원주시남원로 637-16(명륜동),짜장면,4000,우동,6000,짬뽕,6000
강원도,원주시,한식_일반,한식뷔페식도락,033-745-8500,강원도원주시원주시 모란1길 1 (단계동),오전백반,6000,오후백반,7000,_,0
강원도,원주시,한식_일반,원주식당,033-748-4999,강원도원주시섬밭들1길 30-3 (무실동),가정식백반,7000,_,0,_,0
전라남도,나주시,한식_일반,소문난식당,061-336-2001,전라남도나주시전남 나주시 노안면 노안로 531 (학산리),백반,8000,갈치찜(중),15000,_,0
전라남도,나주시,한식_일반,문암가든,061-335-7679,전라남도나주시다시면 영산로 4844 (가운리),청국장찌개,9000,순두부찌개,9000,제육볶음(대),35000
충청남도,천안시 서북구,한식_육류,두정숯불갈비,041-621-1110,충청남도천안시 서북구부성1길 19(두정동),돼지갈비(250g),12000,삼겹살(160g),10000,_,0
전라남도,영암군,한식_일반,공원식당,061-473-3020,전라남도영암군영암읍 군청로 2-18,오늘의메뉴,8000,김치찌개,8000,순두부찌개,8000
전라남도,영암군,한식_육류,믿음한우식육식당,061-464-1787,전라남도영암군삼호읍 대불주거로 64,김치찌개,8000,비빔밥,8000,한우암소똑불,8000
전라남도,영암군,한식_일반,영빈관,061-473-2143,전라남도영암군영암읍 웃시암길 8,비빔밥(익/생),10000,불고기백반,14000,불낙,18000
전라남도,영암군,한식_일반,삼호추어탕,061-462-2425,전라남도영암군영암군 삼호읍 대불주거로 60,추어탕,10000,생장어탕,12000,메기매운탕(중),30000
전라남도,무안군,한식_일반,임성국밥,061-282-5255,전라남도무안군삼향읍 삼향로 128,한우소고기국밥,10000,_,0,_,0
전라남도,무안군,한식_일반,시골집,061-282-9930,전라남도무안군삼향읍 오룡3길 11,김치찌개,9000,추어탕,9000,낙지비빔밥,12000
제주도,제주시,중식,효동각,064-751-0089,제주도제주시동광로6길 31(이도이동),짜장면,4000,짬뽕,5000,볶음밥,5000
제주도,제주시,한식_면류,서림칡냉면,064-756-2009,제주도제주시진동로3길 34(화북일동),냉면,7000,동태찌개,6000,_,0
제주도,제주시,한식_일반,마중물,064-702-8250,제주도제주시서사로 62-2(삼도일동),삼계탕,13000,닭곰탕,9000,_,0
제주도,제주시,한식_일반,내도바당,064-742-0765,제주도제주시내도중길 9-7(내도동),매운탕,8000,돔지리,10000,자리물회,11000
